,Mkt-RF,SMB,HML,RMW,CMA,RF
20210521,-0.04,0.45,0.98,-0.11,-0.07,0
20210524,0.99,-0.48,-0.69,0.25,-0.29,0
20210525,-0.3,-0.85,-1.23,0.21,-0.16,0
20210526,0.47,1.78,0.56,-0.54,0.14,0
20210527,0.28,1.08,0.95,-0.26,0.28,0
20210528,0.04,-0.37,-0.3,-0.19,-0.42,0
20210601,0.03,1.41,1.46,0.29,0.39,0
20210602,0.12,-0.21,0.32,-0.09,0.69,0
20210603,-0.53,-0.25,0.72,0.42,0.32,0
20210604,0.89,-0.6,-0.9,-0.13,-0.21,0
20210607,0.15,1.28,-0.96,-1.01,-0.19,0
20210608,0.19,1.08,-0.32,0.06,-0.06,0
20210609,-0.3,-0.45,-0.84,0.15,0.17,0
20210610,0.4,-1.33,-2.05,-0.55,-1.06,0
20210611,0.37,0.71,0.18,0.04,-0.02,0
20210614,0.15,-0.75,-1.62,-0.59,-0.48,0
20210615,-0.3,0.21,1.3,0.69,0.12,0
20210616,-0.45,0.43,0.2,-0.34,-0.24,0
20210617,0.01,-1.34,-3.59,-0.69,-1.09,0
20210618,-1.22,-0.8,-1.45,-0.44,-0.69,0
20210621,1.34,0.83,1.06,0.41,0.33,0
20210622,0.58,-0.1,-0.43,0.19,0.21,0
20210623,0.01,0.51,-0.28,-0.48,-0.23,0
20210624,0.69,0.74,0.23,-0.38,0.26,0
20210625,0.31,-0.5,0.43,-0.13,0.06,0
20210628,0.22,-0.84,-1.59,-0.51,-0.13,0
20210629,0,-0.4,-0.29,0.31,0.4,0
20210630,0.07,0.12,0.75,0.73,0.62,0
20210701,0.43,0.4,0.41,0.01,0.42,0
20210702,0.56,-1.52,-0.71,0.66,-0.16,0
20210706,-0.28,-1.04,-1.99,0.56,-0.7,0
20210707,0.09,-0.86,0.08,1.7,0.32,0
20210708,-0.86,-0.01,-0.77,-0.22,0,0
20210709,1.25,0.85,1.57,-0.18,0.34,0
20210712,0.23,-0.01,0.56,0.29,-0.29,0
20210713,-0.56,-1.23,-0.41,0.72,0.12,0
20210714,-0.26,-1.17,0.34,1.93,0.6,0
20210715,-0.38,-0.26,0.79,0.33,-0.07,0
20210716,-0.77,-0.4,-1.25,0.12,-0.83,0
20210719,-1.41,0.04,-1.74,-0.42,-1.12,0
20210720,1.69,0.84,0.16,-0.56,0.39,0
20210721,0.95,0.72,0.79,-0.98,0.06,0
20210722,0.09,-1.55,-1.01,0.5,-0.39,0
20210723,0.98,-0.33,-0.47,0.48,-0.32,0
20210726,0.18,0.1,1.33,0.26,0.87,0
20210727,-0.66,-0.47,0.59,0.46,0.12,0
20210728,0.27,1.21,-0.65,-1.56,-0.71,0
20210729,0.41,0.22,0.94,0.82,0.52,0
20210730,-0.65,-0.08,-0.17,0.55,0.38,0
20210802,-0.12,-0.12,-0.41,-0.07,-0.31,0
20210803,0.73,-0.4,0.92,0.64,0.21,0
20210804,-0.39,-0.96,-1.56,-0.37,-1.09,0
20210805,0.74,1.07,-0.1,-1.32,-0.42,0
20210806,0.09,0.47,1.88,0.58,0.32,0
20210809,0.01,-0.45,-0.26,-0.63,-0.54,0
20210810,0.06,0.38,1.82,0.71,0.89,0
20210811,0.19,0.3,1.41,0.89,0.49,0
20210812,0.24,-0.69,-0.4,0.05,0.1,0
20210813,0,-0.95,-0.24,0.7,-0.01,0
20210816,-0.05,-0.87,0.05,1.66,0.16,0
20210817,-0.8,-0.5,-0.11,-0.29,0.1,0
20210818,-0.95,0.11,-0.18,-0.31,-0.67,0
20210819,-0.15,-0.96,-0.82,1.39,-0.47,0
20210820,0.92,0.85,-0.48,-0.38,-0.28,0
20210823,1.08,0.76,-0.85,-1.83,-0.06,0
20210824,0.41,0.41,0.36,-0.72,0.09,0
20210825,0.26,0.06,0.36,-0.43,-0.02,0
20210826,-0.65,-0.44,-0.32,-0.05,-0.16,0
20210827,1.07,1.65,0.3,-0.71,0.14,0
20210830,0.35,-0.69,-1.37,0.66,0.14,0
20210831,-0.13,0.46,-0.05,-0.45,-0.21,0
20210901,0.11,0.4,-0.94,-0.43,-0.36,0
20210902,0.36,0.2,-0.04,-0.42,0.58,0
20210903,-0.01,-0.55,-0.26,0.03,-0.26,0
20210907,-0.36,-0.36,-0.09,-0.6,0.18,0
20210908,-0.34,-0.74,0.08,0.75,0.17,0
20210909,-0.27,0.26,0.09,-0.79,-0.3,0
20210910,-0.76,-0.03,0.02,0.21,-0.48,0
20210913,0.14,0.23,1.34,0.21,0.98,0
20210914,-0.66,-0.67,-0.97,0.43,-0.47,0
20210915,0.88,0.13,0.63,-0.25,0.47,0
20210916,-0.03,-0.09,-0.55,-0.4,-0.55,0
20210917,-0.72,0.97,-0.05,-0.64,-0.44,0
20210920,-1.87,-0.58,0.23,0.77,0.27,0
20210921,0.05,0.26,-0.67,-0.44,-0.31,0
20210922,1,0.15,0.53,-0.53,0.49,0
20210923,1.28,0.46,0.93,-1.01,0.2,0
20210924,0.08,-0.39,0.7,0.58,0.25,0
20210927,-0.1,1.71,2.43,-0.26,0.72,0
20210928,-2.18,0,1.75,0.84,1.07,0
20210929,0.03,-0.2,0.8,1.16,0.33,0
20210930,-1.02,0.08,-0.77,-1.22,-0.36,0
20211001,1.1,0.47,0.5,-0.1,0.61,0
20211004,-1.43,0.4,2.33,0.7,1.06,0
20211005,1.05,-0.57,-0.07,-0.07,-0.31,0
20211006,0.33,-1,-0.49,0.33,-0.69,0
20211007,1.01,0.46,-0.17,-0.08,0.06,0
20211008,-0.28,-0.45,1.12,0.1,0.6,0
20211011,-0.72,0.22,-0.28,-0.03,0.29,0
20211012,-0.06,0.56,-0.44,-0.89,-0.25,0
20211013,0.43,-0.08,-1.06,-0.47,-0.77,0
20211014,1.65,-0.37,-0.27,-0.01,-0.14,0
20211015,0.63,-1.13,0.3,0.37,-0.05,0
20211018,0.41,-0.41,-0.01,0.56,-0.05,0
20211019,0.71,-0.47,-0.23,-0.16,0.09,0
20211020,0.34,0.23,1.19,0.29,0.51,0
20211021,0.37,0.03,-0.95,0.33,-0.63,0
20211022,-0.25,0,1.01,0.45,0.51,0
20211025,0.58,0.37,-0.15,-0.42,-0.36,0
20211026,0.04,-0.78,-0.31,-0.37,-0.14,0
20211027,-0.76,-0.95,-1.18,0.85,-0.61,0
20211028,1.14,0.82,-0.5,-0.33,-0.17,0
20211029,0.22,0.14,-0.83,0.55,-0.8,0
20211101,0.51,2.05,0.44,-1.12,0.03,0
20211102,0.24,-0.32,-0.54,0.41,0.14,0
20211103,0.8,1.44,-0.12,0.21,-0.39,0
20211104,0.39,-0.28,-1.37,0.65,-0.72,0
20211105,0.38,0.79,1.19,0.01,1.3,0
20211108,0.18,0.02,0.07,-0.5,-0.08,0
20211109,-0.35,-0.15,0.45,0.58,0.28,0
20211110,-1.07,-0.31,0.93,1.38,-0.08,0
20211111,0.24,0.63,0.33,0.14,0.11,0
20211112,0.74,-0.46,-0.91,0.39,-0.3,0
20211115,-0.02,-0.46,0.71,0.56,0.48,0
20211116,0.5,-0.17,-0.72,0.19,-0.64,0
20211117,-0.47,-0.64,-0.25,0.81,0.16,0
20211118,0.06,-0.76,-0.07,1.26,-0.09,0
20211119,-0.2,-0.41,-1.28,1.05,-0.59,0
20211122,-0.61,0.05,2.76,1.24,1.59,0
20211123,-0.03,-0.2,1.75,0.24,1.15,0
20211124,0.3,-0.13,-0.87,-0.52,-0.2,0
20211126,-2.22,-1.28,-0.92,0.25,-0.61,0
20211129,1.11,-1.31,-0.79,0.38,-0.32,0
20211130,-1.95,0.16,-1.13,-0.11,0.43,0
20211201,-1.61,-0.47,1.11,2.29,0.74,0
20211202,1.51,1,1.27,-0.65,0.04,0
20211203,-1.21,-0.86,1.07,1.78,1,0
20211206,1.19,0.83,0.63,0.09,0.61,0
20211207,2.22,-0.16,-1.79,-1.45,-0.43,0
20211208,0.47,0.34,-0.83,-0.97,0.2,0
20211209,-1.07,-1.07,1.57,1.42,0.97,0
20211210,0.7,-0.87,0.5,1.38,0.77,0
20211213,-1.04,-0.29,-0.98,0.3,-0.31,0
20211214,-0.76,-0.35,1.64,0.4,0.17,0
20211215,1.62,0.02,-1.91,0.05,-0.36,0
20211216,-1.2,-0.86,2.78,0.64,0.64,0
20211217,-0.65,1.47,-2.33,-1.7,-0.37,0
20211220,-1.27,-0.22,-0.41,0.04,0.16,0
20211221,2.06,0.67,0.19,-1.08,-0.19,0
20211222,0.97,0.18,-0.36,0.34,0.08,0
20211223,0.71,0.29,-0.48,-0.36,-0.39,0
20211227,1.22,-0.13,0.29,0.97,0.48,0
20211228,-0.27,-0.41,0.81,0.84,0.2,0
20211229,0.06,-0.03,0.17,0.69,0,0
20211230,-0.15,0.08,-0.4,-0.83,-0.42,0
20211231,-0.31,0.18,0.53,0.36,0.4,0
20220103,0.73,0.43,0.78,-1.17,0.6,0
20220104,-0.29,-0.07,3.62,0.63,1.47,0
20220105,-2.28,-0.94,2.6,1.41,1.22,0
20220106,0,0.38,1.75,-0.55,-0.02,0
20220107,-0.48,-0.96,2.02,-0.12,0.85,0
20220110,-0.15,-0.3,-0.28,-0.04,-0.38,0
20220111,1.1,-0.2,-0.3,-1.26,0.38,0
20220112,0.12,-0.85,0.5,0.76,0.27,0
20220113,-1.57,0.86,2.41,1.17,1.01,0
20220114,0.08,0.04,0.54,-0.84,0.48,0
20220118,-2.08,-0.9,1.37,0.8,0.97,0
20220119,-1.01,-0.36,-0.67,0.25,0.08,0
20220120,-1.14,-0.83,-0.23,-0.3,0.13,0
20220121,-2.1,0.38,0.49,1.03,0.47,0
20220124,0.53,1.75,-0.25,-0.07,-0.65,0
20220125,-1.43,-0.19,2.79,-0.78,1.61,0
20220126,-0.3,-1.06,0.09,0.42,-0.05,0
20220127,-0.79,-1.47,0.79,1.06,0.96,0
20220128,2.45,-0.61,-2.07,0.17,0.25,0
20220131,2.34,0.72,-2.86,-1.82,-1.58,0
20220201,0.87,0.12,0.65,-1.07,0.38,0
20220202,0.48,-1.58,0.72,1.48,0.49,0
20220203,-2.49,0.44,2.18,0.42,1.32,0
20220204,0.89,-0.28,-0.6,-1.7,-1.1,0
20220207,-0.25,0.65,0.23,-0.7,-0.01,0
20220208,1.02,0.73,-0.28,0.92,-0.46,0
20220209,1.61,0.03,-1.95,-1.1,-0.23,0
20220210,-1.69,0.03,1.23,-0.56,0.32,0
20220211,-1.92,0.91,2.13,-0.18,1.44,0
20220214,-0.35,0.09,-0.59,0.68,-0.2,0
20220215,1.87,1.03,-1.42,-0.68,-0.83,0
20220216,-0.02,0.04,0.31,0.59,0.4,0
20220217,-2.28,-0.05,1.1,0.88,1.44,0
20220218,-0.87,0.1,0.94,1.05,0.43,0
20220222,-1.18,-0.36,0.11,-0.05,0.15,0
20220223,-1.96,0.06,1.26,0.02,1.04,0
20220224,1.89,0.72,-3.86,-1.79,-1.72,0
20220225,2.23,-0.14,1.22,0.36,-0.21,0
20220228,0.05,0.41,-0.5,-0.8,0.3,0
20220301,-1.57,-0.28,-0.81,-0.39,0.55,0
20220302,1.81,0.61,1.34,0.52,0.38,0
20220303,-0.88,-0.22,1.52,1.23,1.21,0
20220304,-1.1,-0.5,0.68,0.4,1.18,0
20220307,-3.12,0.73,0.89,-0.67,1.33,0
20220308,-0.52,0.97,0.32,-1.13,-0.22,0
20220309,2.8,0,-2.09,-0.42,-1.53,0
20220310,-0.47,0.31,1.16,-0.33,0.34,0
20220311,-1.49,-0.13,1.79,0.98,0.59,0
20220314,-1.06,-0.85,1.77,2.18,0.04,0
20220315,2.15,-0.49,-2.39,0.75,-0.99,0
20220316,2.61,0.44,-1.83,-1.17,-1.52,0
20220317,1.43,0.16,-1.09,-1.59,-0.14,0
20220318,1.33,-0.19,-1.85,-0.54,-0.8,0
20220321,-0.18,-0.94,1.59,-0.17,1.56,0
20220322,1.31,-0.22,-1.16,-0.82,-1,0
20220323,-1.26,-0.61,0.38,-0.49,1.54,0
20220324,1.42,-0.32,-0.79,-0.47,-0.2,0
20220325,0.27,-0.3,2.18,0.22,1.32,0
20220328,0.73,-0.87,-1.7,0.49,-1.18,0
20220329,1.45,1.2,-1.92,-0.34,-0.96,0
20220330,-0.83,-1.12,0.4,0.39,0.9,0
20220331,-1.55,0.62,-0.44,-0.22,0.39,0
20220401,0.39,0.57,-0.59,-0.91,0.1,0.001
20220404,0.94,-0.54,-1.88,-0.78,-0.65,0.001
20220405,-1.54,-0.73,0.84,0.71,0.18,0.001
20220406,-1.24,-0.31,1.09,0.25,0.85,0.001
20220407,0.33,-0.61,-0.13,0.38,0.34,0.001
20220408,-0.39,-0.53,2.24,0.37,1.04,0.001
20220411,-1.53,0.62,1.06,0.44,0.06,0.001
20220412,-0.29,0.57,0.46,-0.24,1.04,0.001
20220413,1.4,0.62,-0.71,-1,0.03,0.001
20220414,-1.28,0.32,1.41,0.19,0.93,0.001
20220418,-0.21,-0.57,1.8,0.76,0.61,0.001
20220419,1.77,0.4,-0.95,0.53,-1.27,0.001
20220420,-0.28,0.48,1.26,0.78,1.11,0.001
20220421,-1.75,-0.56,0.41,1.76,0.39,0.001
20220422,-2.74,0.25,-0.16,-0.13,-0.22,0.001
20220425,0.71,0.12,-1.84,0.11,-1.06,0.001
20220426,-3,-0.36,1.79,0.24,1.21,0.001
20220427,0.12,-0.56,0.34,0.14,0.79,0.001
20220428,2.44,-0.51,-0.45,0.46,0.1,0.001
20220429,-3.53,0.87,0.59,-0.23,0.66,0.001
20220502,0.8,0.39,-1.15,-0.61,-1.32,0.001
20220503,0.41,0.16,1.62,0.01,1.15,0.001
20220504,3,-0.47,0.24,0,0.09,0.001
20220505,-3.8,-0.25,2.37,0.59,1.14,0.001
20220506,-0.85,-1.01,1.77,1,1.37,0.001
20220509,-3.54,-0.06,1.37,4.2,-0.32,0.001
20220510,0.2,-0.5,-1.22,-0.66,0.32,0.001
20220511,-1.95,-0.59,2.59,0.7,0.94,0.001
20220512,0.17,1.2,-1.23,-0.37,-1.1,0.001
20220513,2.76,0.39,-2.2,-2.15,-0.67,0.001
20220516,-0.6,0.09,1.34,0.19,1.32,0.001
20220517,2.14,0.94,-0.05,-0.7,-0.32,0.001
20220518,-4.04,0.46,1.53,-0.54,0.36,0.001
20220519,-0.34,0.4,-0.8,-1.2,-0.84,0.001
20220520,-0.05,-0.14,-0.19,-0.1,0.17,0.001
20220523,1.74,-0.92,1.29,-0.03,1.03,0.001
20220524,-1.23,-0.47,1.85,1.42,1.12,0.001
20220525,1.22,0.74,0.21,-0.54,0.01,0.001
20220526,2.18,0.03,-0.62,-0.15,-0.31,0.001
20220527,2.58,0.04,-1.31,-0.66,-0.25,0.001
20220531,-0.71,-0.39,0.45,0.8,-0.25,0.001
20220601,-0.75,0.22,0.79,-0.18,1.07,0.003
20220602,2.09,0.42,-2.07,-0.45,-1.49,0.003
20220603,-1.63,1.01,0.53,-0.78,0.45,0.003
20220606,0.33,0.06,0.65,0.47,0.19,0.003
20220607,0.99,0.18,-0.14,-1.56,0.67,0.003
20220608,-1.02,-0.27,-0.53,-0.68,-0.22,0.003
20220609,-2.44,0.44,0.26,0.87,0.15,0.003
20220610,-3,0.27,0.62,0.31,0.48,0.003
20220613,-4.13,-0.47,0.62,1.7,-0.38,0.003
20220614,-0.25,0.11,0.12,0.11,0.04,0.003
20220615,1.55,-0.02,-1.65,-0.2,-1.13,0.003
20220616,-3.52,-1.09,0.03,0.61,-0.66,0.003
20220617,0.47,0.73,-2.63,0.36,-2,0.003
20220621,2.38,-0.83,0.24,-0.91,0.01,0.003
20220622,-0.18,0.03,-1.77,0.63,-1.61,0.003
20220623,1.13,0.3,-3.85,0.5,-1.86,0.003
20220624,3.11,-0.41,-0.04,0.11,-0.33,0.003
20220627,-0.28,0.77,1.24,-0.29,1.29,0.003
20220628,-2.1,0.04,2.36,-0.68,1.28,0.003
20220629,-0.2,-0.59,-1.3,1.09,-0.86,0.003
20220630,-0.96,0.51,-0.15,0.89,-0.17,0.003
20220701,1.15,-0.02,0.1,-0.74,-0.06,0.004
20220705,0.49,1.12,-3.34,-1.76,-2.15,0.004
20220706,0.17,-0.88,-0.72,0.05,-0.32,0.004
20220707,1.77,0.89,-0.97,-0.84,-1.32,0.004
20220708,-0.07,0.07,-0.07,-0.25,-0.21,0.004
20220711,-1.39,-0.99,1.59,1.72,1.25,0.004
20220712,-0.88,0.85,0.51,0.1,0.84,0.004
20220713,-0.39,0.42,-0.38,0.04,-0.33,0.004
20220714,-0.41,-0.47,-1,0.78,-0.04,0.004
20220715,1.95,0.04,0.46,-0.22,-0.39,0.004
20220718,-0.71,0.37,1.02,0.15,-0.09,0.004
20220719,2.8,0.84,-0.56,-0.27,-0.59,0.004
20220720,0.89,1.08,-1.32,-1.48,-1.49,0.004
20220721,0.97,-0.33,-1.6,-0.26,-0.89,0.004
20220722,-1.19,-0.84,1.38,1.74,1.52,0.004
20220725,0.11,0.1,1.68,0.65,0.52,0.004
20220726,-1.32,0.34,1.06,0.57,1.16,0.004
20220727,2.72,0.16,-1.26,-0.2,-1.34,0.004
20220728,1.19,-0.04,-0.87,0.15,-0.87,0.004
20220729,1.44,-0.88,0.45,0.49,-1.16,0.004
20220801,-0.19,0.18,-0.26,0.17,0.34,0.008
20220802,-0.49,0.58,-1.4,-2.16,-0.46,0.008
20220803,1.67,0.28,-1.92,-1.49,-0.7,0.008
20220804,-0.06,0.41,-1.64,-1.31,-0.86,0.008
20220805,-0.05,0.94,-0.06,-1.27,-0.23,0.008
20220808,0,0.97,-0.08,-0.45,0.22,0.008
20220809,-0.68,-1.37,2.11,0.87,1.27,0.008
20220810,2.36,0.76,-1.6,-1.39,-1.36,0.008
20220811,-0.07,0.21,1.64,0.75,0.89,0.008
20220812,1.76,0.49,-0.74,-0.65,-0.53,0.008
20220815,0.38,-0.02,-0.63,-0.18,-0.01,0.008
20220816,0.19,-0.15,0.7,1.03,0.52,0.008
20220817,-0.93,-0.92,1.04,1.28,0.66,0.008
20220818,0.27,0.35,0.46,0.79,0.08,0.008
20220819,-1.5,-0.94,0.97,1.06,1.25,0.008
20220822,-2.14,-0.04,0.38,0.19,0.2,0.008
20220823,-0.11,0.12,0.32,-0.37,-0.19,0.008
20220824,0.4,0.52,-0.62,-1.44,-0.48,0.008
20220825,1.45,0.12,-0.01,0.15,-0.38,0.008
20220826,-3.38,-0.27,1.68,0.22,0.85,0.008
20220829,-0.72,-0.39,0.43,0.25,0.43,0.008
20220830,-1.11,-0.38,-0.24,-0.24,0.12,0.008
20220831,-0.74,0.23,-0.44,-0.63,-0.13,0.008
20220901,-0.01,-1.04,-0.29,0.62,0.55,0.009
20220902,-0.99,0.11,1.06,-0.06,0.26,0.009
20220906,-0.51,-0.54,-0.51,-0.17,-0.7,0.009
20220907,1.92,0.41,-1.53,-1.3,-0.54,0.009
20220908,0.78,-0.15,-0.2,-1.29,-1.02,0.009
20220909,1.67,0.38,-0.52,-0.1,-0.49,0.009
20220912,1.07,0.25,-0.17,-0.13,-0.13,0.009
20220913,-4.29,0.05,1.44,-0.3,0.89,0.009
20220914,0.44,-0.18,-0.28,-0.73,-0.43,0.009
20220915,-1.03,0.39,0.54,-0.35,0.23,0.009
20220916,-0.98,-0.75,0.85,1.68,0.95,0.009
20220919,0.72,-0.08,0.67,0.61,-0.07,0.009
20220920,-1.16,-0.3,0.06,-0.12,0.33,0.009
20220921,-1.68,0.33,0.08,0.38,0.1,0.009
20220922,-1.14,-1.16,0.42,1.16,0.91,0.009
20220923,-1.85,-0.48,-0.8,0.19,-0.25,0.009
20220926,-1.02,-0.06,-0.75,0.18,-0.41,0.009
20220927,-0.05,0.58,-0.93,-0.63,-0.9,0.009
20220928,2.15,0.92,-0.33,-0.87,-0.71,0.009
20220929,-2.17,-0.28,0.87,0.44,0.5,0.009
20220930,-1.42,0.59,0.27,-0.66,-0.09,0.009
20221003,2.55,0.01,0.68,0.9,0.36,0.011
20221004,3.3,0.72,-0.07,-1.04,-0.3,0.011
20221005,-0.22,-0.37,0.06,0.35,0.16,0.011
20221006,-0.86,0.46,0.12,-0.11,-0.47,0.011
20221007,-2.91,-0.23,1.68,0.97,1.46,0.011
20221010,-0.81,0.24,0.76,1.52,0.4,0.011
20221011,-0.7,0.62,0.32,0.57,0.65,0.011
20221012,-0.27,0.02,0.02,-0.02,0.01,0.011
20221013,2.4,-0.27,1.57,0.55,0.95,0.011
20221014,-2.46,-0.21,1.2,0.53,1.58,0.011
20221017,2.74,0.37,-1.43,-1.01,-1.18,0.011
20221018,1.19,-0.13,0.01,-0.43,0.03,0.011
20221019,-0.87,-1.2,1.21,0.7,0.77,0.011
20221020,-0.8,-0.33,-0.43,-0.61,0.12,0.011
20221021,2.3,-0.05,0.1,0.61,-0.21,0.011
20221024,1.03,-0.63,0.44,1.16,0.48,0.011
20221025,1.78,1.02,-1.52,-1.19,-1.22,0.011
20221026,-0.66,0.7,0.89,-0.8,0.67,0.011
20221027,-0.54,0.43,1.06,-0.36,0.52,0.011
20221028,2.33,0.05,-0.33,0.38,0.61,0.011
20221031,-0.67,0.47,0.75,-0.21,0.49,0.011
20221101,-0.35,0.44,0.78,-0.01,0.4,0.014
20221102,-2.67,-0.87,1.61,0.21,1.05,0.014
20221103,-1.03,0.39,0.31,-0.13,0.06,0.014
20221104,1.16,-0.25,1.27,2.21,0.63,0.014
20221107,0.87,-0.34,0.61,1.06,0.94,0.014
20221108,0.5,-0.55,-0.36,-0.19,0.06,0.014
20221109,-2.25,-0.52,0.55,0.95,1.06,0.014
20221110,5.68,1.01,-3.11,-0.67,-2.73,0.014
20221111,1.07,0.17,-1.08,-0.9,-1.14,0.014
20221114,-0.95,-0.25,0.26,0.54,0.42,0.014
20221115,1.03,0.46,-0.7,-0.49,-0.51,0.014
20221116,-1.03,-1.07,0.57,1.19,0.93,0.014
20221117,-0.42,-0.29,0.58,1.38,0.75,0.014
20221118,0.4,-0.09,0.08,0.4,0.62,0.014
20221121,-0.53,-0.21,0.99,0.48,1.1,0.014
20221122,1.35,-0.38,0.43,0.72,-0.23,0.014
20221123,0.63,-0.24,-0.94,-0.75,-0.57,0.014
20221125,-0.02,0.27,0.43,-0.16,0.14,0.014
20221128,-1.55,-0.47,-0.2,0.3,0.29,0.014
20221129,-0.18,0.34,1.03,0.19,0.48,0.014
20221130,3.12,-0.15,-2.07,-0.77,-1.41,0.014
20221201,-0.02,0.04,-0.69,-0.32,-0.32,0.016
20221202,-0.08,0.84,-0.55,-0.42,0.31,0.016
20221205,-2.02,-0.55,-0.51,0.87,0.97,0.016
20221206,-1.51,-0.02,1.16,0.82,0.71,0.016
20221207,-0.24,-0.17,-0.34,0.08,-0.21,0.016
20221208,0.77,-0.09,-1.22,-0.57,-0.63,0.016
20221209,-0.8,-0.53,0.36,0.24,0.14,0.016
20221212,1.41,-0.28,-0.16,-0.24,-0.13,0.016
20221213,0.66,0.08,-0.74,-0.28,-0.59,0.016
20221214,-0.56,0.04,-0.43,-0.15,-0.08,0.016
20221215,-2.57,-0.11,1.37,0.26,0.36,0.016
20221216,-1.02,0.55,0.19,-0.05,0.4,0.016
20221219,-1.01,-0.62,1.24,0.68,1.18,0.016
20221220,0.13,0.25,0.25,-0.5,0.46,0.016
20221221,1.52,0.14,-0.13,0.37,-0.28,0.016
20221222,-1.52,0.21,0.37,-0.08,0.87,0.016
20221223,0.51,-0.34,1.16,0.86,0.46,0.016
20221227,-0.51,-0.44,1.42,1.16,1.22,0.016
20221228,-1.23,-0.3,-0.29,-0.96,-0.04,0.016
20221229,1.87,1.03,-1.07,-1.02,-0.82,0.016
20221230,-0.22,0.14,-0.03,-0.54,0,0.016
20230103,-0.47,0.05,-0.12,0.25,0.52,0.017
20230104,0.81,0.56,0.04,-0.78,0,0.017
20230105,-1.14,0.15,1.21,0.78,0.8,0.017
20230106,2.21,-0.01,0.04,0.85,0.14,0.017
20230109,0.04,0.35,-1.24,-0.69,-1,0.017
20230110,0.8,0.86,-0.57,-0.46,-0.47,0.017
20230111,1.26,0.02,-0.82,-0.18,-1.02,0.017
20230112,0.46,1.4,-0.3,-1.12,-0.51,0.017
20230113,0.46,0.23,-0.29,-0.21,-0.26,0.017
20230117,-0.18,-0.02,-0.52,-0.62,-0.4,0.017
20230118,-1.54,0.03,-0.7,0.33,-0.09,0.017
20230119,-0.86,-0.09,0.84,0.57,0.64,0.017
20230120,1.95,-0.03,-0.71,-0.18,-0.73,0.017
20230123,1.29,-0.04,-1.01,-0.48,-1,0.017
20230124,-0.16,-0.17,0.21,-0.22,0.36,0.017
20230125,0,0.13,0.65,0.03,0.23,0.017
20230126,1.08,-0.62,0.02,-0.2,-0.34,0.017
20230127,0.36,0.33,-1.15,-0.65,-1.19,0.017
20230130,-1.38,0.04,0.72,0.42,0.82,0.017
20230131,1.58,0.94,-0.08,-0.06,-0.52,0.017
20230201,1.19,0.63,-1.67,-0.2,-1.08,0.018
20230202,1.54,1.16,-2.07,-0.23,-1.64,0.018
20230203,-1.08,0.37,0.95,1.02,0.97,0.018
20230206,-0.73,-0.8,0.41,-0.26,0.41,0.018
20230207,1.24,-0.51,-0.05,0.31,-0.36,0.018
20230208,-1.18,-0.68,0.72,-0.33,-0.05,0.018
20230209,-0.95,-0.61,0.2,0.31,0.41,0.018
20230210,0.11,-0.31,1.55,0.62,0.85,0.018
20230213,1.14,0.09,-0.73,0.46,-0.28,0.018
20230214,0.12,-0.05,-0.68,-0.68,-0.89,0.018
20230215,0.51,0.73,-0.9,-1.12,-1.01,0.018
20230216,-1.37,0.22,0.97,0.83,0.87,0.018
20230217,-0.28,0.65,-0.15,0.17,0.52,0.018
20230221,-2.16,-1.15,0.91,0.36,0.78,0.018
20230222,-0.04,0.45,-0.43,-0.37,-0.39,0.018
20230223,0.46,0.11,-0.24,-0.02,-0.39,0.018
20230224,-1.09,-0.26,1.25,0.25,0.37,0.018
20230227,0.31,0.05,-0.29,0.05,-0.4,0.018
20230228,-0.26,0.53,-0.71,-0.58,-0.15,0.018
20230301,-0.42,0.4,0.62,0.2,0.61,0.016
20230302,0.67,-0.5,-0.41,-0.14,0.18,0.016
20230303,1.61,-0.07,-0.52,-0.37,-0.65,0.016
20230306,-0.13,-1.61,-0.09,0.31,-0.12,0.016
20230307,-1.45,0.63,-0.66,-0.11,-0.17,0.016
20230308,0.08,0.08,-0.39,0.38,-0.13,0.016
20230309,-2.02,-0.68,-0.66,1.03,0.62,0.016
20230310,-1.68,-1.38,0.8,0.98,1.07,0.016
20230313,-0.34,-1.17,-3.52,-1.01,-0.61,0.016
20230314,1.71,0,-0.4,-0.21,-0.45,0.016
20230315,-0.79,-0.52,-1.81,0.35,-0.42,0.016
20230316,1.76,0,-0.19,0.07,-0.71,0.016
20230317,-1.21,-1.05,-1.55,0.27,-0.24,0.016
20230320,0.84,-0.36,0.75,0.51,0.7,0.016
20230321,1.49,0.47,0.67,-0.26,-1.07,0.016
20230322,-1.74,-0.81,-0.47,0.79,0.2,0.016
20230323,0.21,-0.44,-1.55,0.06,-0.83,0.016
20230324,0.46,0.18,0.72,0.36,0.38,0.016
20230327,0.27,0.51,1.01,-0.27,0.36,0.016
20230328,-0.17,-0.02,0.75,0.09,0.55,0.016
20230329,1.39,-0.35,-0.54,-0.89,-0.52,0.016
20230330,0.5,-0.61,-0.58,0.2,-0.11,0.016
20230331,1.53,0.51,-0.77,-0.45,-0.76,0.016
20230403,0.28,-0.19,0.78,0.51,0.7,0.018
20230404,-0.72,-1.13,-0.72,0,0,0.018
20230405,-0.4,-1.01,1.4,0.79,1.17,0.018
20230406,0.34,-0.03,-0.53,-0.41,-0.14,0.018
20230410,0.2,0.85,0.27,-0.06,-0.11,0.018
20230411,0.06,0.71,0.58,0.05,0.12,0.018
